equation,id,f_value,operating_condition,if,low_impact,inactive
C2H3 + H <=> H2 + H2CC,189,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.05780704882559074,True,True
H2CC + OH <=> CH2CO + H,190,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01595779155936988,True,True
H2CC + O2 <=> 2 HCO,191,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.04315254632478114,True,True
H + H2CC <=> C2H2 + H,192,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0035864082185643256,True,True
C2H2 + H2CC (+M) <=> C4H4 (+M),193,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.022732987379246117,True,True
C2H4 (+M) <=> H2 + H2CC (+M),194,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02381118920227501,True,True
C2H2 (+M) <=> H2CC (+M),195,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.04832250663246117,True,True
CH2CO + O2 <=> CH2O + CO2,196,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006803645858233064,True,True
CH2CO + OH <=> CH2OH + CO,197,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0038270480738311413,True,True
CH2CO + OH <=> CH3 + CO2,198,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01227286615905555,True,True
CH2CO + O <=> 2 HCO,199,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006346928916706132,True,True
CH2CO + O <=> CO + H + HCO,200,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008761785988485869,True,True
CH2CO + O <=> CH2O + CO,201,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005585855668746706,True,True
CH2CO + O <=> CH2 + CO2,202,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0037349558668351625,True,True
CH2CO (+M) <=> CH2 + CO (+M),203,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016302223686333505,True,True
CH2CO + H <=> CH3 + CO,204,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03983042447927325,True,True
CH2CO + H <=> CH2CHO,205,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0233972273251507,True,True
CH2CO + H <=> CH3CO,206,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.033747911340252575,True,True
CH2CO + H <=> H2 + HCCO,207,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01701197643810519,True,True
CH2CO + O <=> HCCO + OH,208,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.021163220663664415,True,True
C2H2 + CH2OH <=> C2H3 + CH2O,209,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.001429985060033455,True,True
C2H3 + CH3 <=> C2H2 + CH4,210,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.024178019105347427,True,True
C2H3 + HO2 => CH3 + CO + OH,211,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004690126966764148,True,True
C2H3 + OH <=> C2H2 + H2O,212,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01996860263395777,True,True
C2H3 + O <=> CH3 + CO,213,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008693868874548628,True,True
C2H + C2H3 <=> 2 C2H2,214,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.018457701830996702,True,True
CH2 + HCCO <=> C2H3 + CO,215,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017127067472105073,True,True
C2H3 + CH2 <=> C2H2 + CH3,216,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.002517322645688247,True,True
C2H3 + CH <=> C2H2 + CH2,217,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.022925153890460574,True,True
CH + CH3 <=> C2H3 + H,218,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017626746138437593,True,True
C2H3 + H <=> C2H2 + H2,219,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.026125939165302713,True,True
C2H2 + H (+M) <=> C2H3 (+M),220,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.13057439609160654,False,False
C2H3 + O2 <=> CH2CO + OH,221,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03235065439577037,True,False
C2H3 + O2 <=> CH2CO + OH,221,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008257074494495309,True,False
C2H3 + O2 => CH2O + CO + H,223,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015417037542383119,True,False
C2H3 + O2 => CH2O + CO + H,223,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.022945396605485734,True,False
C2H3 + O2 <=> CH3O + CO,225,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0023516389473139136,True,False
C2H3 + O2 <=> CH3O + CO,225,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015302559710940257,True,False
C2H3 + O2 <=> CH3 + CO2,227,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010696428279865118,True,False
C2H3 + O2 <=> CH3 + CO2,227,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01764418291003312,True,False
C2H3 + O2 <=> CH2CHO + O,229,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.04921418823111549,True,True
C2H3 + O2 <=> CH2CHO + O,229,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.16577177542594415,False,True
C2H3 + O2 <=> C2H2 + HO2,231,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.028325032319199597,True,False
C2H3 + O2 <=> C2H2 + HO2,231,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01411520000352889,True,False
C2H3 + O2 <=> CH2O + HCO,233,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0023968820727322863,True,False
C2H3 + O2 <=> CH2O + HCO,233,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004150917200150354,True,False
CH2CHO + O2 <=> CH2O + CO + OH,235,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02087936537557723,True,True
CH + CH2CHO <=> C2H3 + HCO,236,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01304052513488292,True,True
CH2CHO + OH <=> CH2OH + HCO,237,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.023737572160347113,True,True
CH2CHO + OH <=> CH2CO + H2O,238,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004502659386853872,True,True
CH2CHO + O <=> CH2O + HCO,239,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004878255813870673,True,True
CH2CHO + CH3 <=> C2H5 + HCO,240,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01465875322942586,True,True
CH2CHO + H <=> CH3 + HCO,241,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02276621419518516,True,False
CH2CHO + H <=> CH3 + HCO,241,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004013076368533635,True,False
CH2CHO + H <=> CH3CO + H,243,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.021742996297541714,True,True
CH2CHO <=> CH3CO,244,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.028012333161097448,True,True
CH2CHO <=> CH3 + CO,245,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01929176401800882,True,True
CH3CO <=> CH3 + CO,246,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016942421547225844,True,True
CH3CO + OH <=> CH2CO + H2O,247,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004165786764116409,True,True
CH3CO + O <=> CH2CO + OH,248,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.053058738973502474,True,True
CH3CO + O <=> CH3 + CO2,249,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014798578503496279,True,True
CH3CO + H <=> CH2CO + H2,250,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005551680236904868,True,True
CH3CO + H <=> CH3 + HCO,251,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007294707200686444,True,True
C2H3 + CH3O <=> C2H4 + CH2O,252,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007829155474321538,True,True
C2H3 + CH2OH <=> C2H4 + CH2O,253,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.031316782966050095,True,True
CH2 + CH2OH <=> C2H4 + OH,254,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010385841930613446,True,True
C2H3 + CH3OH <=> C2H4 + CH3O,255,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008132332345169059,True,True
C2H3 + CH3OH <=> C2H4 + CH2OH,256,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006056072896513251,True,True
C2H3 + HCO <=> C2H4 + CO,257,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0031247486618716535,True,True
C2H3 + H2O2 <=> C2H4 + HO2,258,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013077286052814984,True,True
C2H3 + CH2O <=> C2H4 + HCO,259,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.001138005594519906,True,True
2 C2H3 <=> C2H2 + C2H4,260,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.029549728264228855,True,True
CH2 + CH2CHO <=> C2H4 + HCO,261,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01332223528325975,True,True
CH2 + CH3 <=> C2H4 + H,262,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03200285258084663,True,True
C2H4 + CH3 <=> C2H3 + CH4,263,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019648479418938783,True,True
CH + CH4 <=> C2H4 + H,264,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011746858874940525,True,True
C2H4 + CH2 <=> C3H6,265,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.045813383043110695,True,True
C2H4 + CH2(S) <=> C3H6,266,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010727608661263568,True,True
C2H4 + O2 <=> C2H3 + HO2,267,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01384842671384583,True,True
C2H3 + H (+M) <=> C2H4 (+M),268,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013775479971345945,True,True
C2H4 + H (+M) <=> C2H5 (+M),269,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01741350224987274,True,True
C2H4 + H <=> C2H3 + H2,270,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02636724568573765,True,True
C2H4 + OH <=> C2H3 + H2O,271,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.11031102374693579,True,False
C2H4 + OH <=> CH2O + CH3,272,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019474401051015413,True,True
C2H4 + OH <=> C2H3OH + H,273,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03254986711292395,True,True
C2H4 + OH <=> CH3CHO + H,274,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012763086379344557,True,True
C2H4 + OH <=> CH2CH2OH,275,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.003975855521261756,True,False
C2H4 + OH <=> CH2CH2OH,275,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016709182949658164,True,False
C2H4 + O <=> CH2 + CH2O,277,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03434750001697169,True,True
C2H4 + O <=> CH3 + HCO,278,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.05314123921371426,True,False
C2H4 + O <=> CH2CO + H2,279,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.022788532556576466,True,True
C2H4 + O <=> CH2CHO + H,280,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.165966140300055,False,False
C2H4 + HO2 <=> CH2OCH2 + OH,281,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005387382312698123,True,True
CH2CH2O2H <=> C2H4 + HO2,282,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012086931848011365,True,True
CH3CHO (+M) <=> CH3 + HCO (+M),283,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015401513564448535,True,True
CH3CHO (+M) <=> CH4 + CO (+M),284,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005757091738820064,True,True
CH3CHO + O2 <=> CH3CO + HO2,285,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015348890170538892,True,True
CH3CHO + HO2 <=> CH2CHO + H2O2,286,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011210570759380135,True,True
CH3CHO + HO2 <=> CH3CO + H2O2,287,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015503945087567824,True,True
CH3 + CH3CHO <=> CH2CHO + CH4,288,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.028588923457880364,True,True
CH3 + CH3CHO <=> CH3CO + CH4,289,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.003398775771861297,True,True
CH3CHO + H <=> CH2CHO + H2,290,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012404052646936203,True,True
CH3CHO + H <=> CH3CO + H2,291,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017805044682583107,True,True
CH3CHO + O <=> CH2CHO + OH,292,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.020400152658380553,True,True
CH3CHO + O <=> CH3CO + OH,293,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011943046016090609,True,True
CH3CHO + OH <=> CH2CHO + H2O,294,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01670669839308548,True,True
CH3CHO + OH <=> CH3CO + H2O,295,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.020678279857612822,True,True
CH2OCH2 <=> CH3CHO,296,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.018438187814703914,True,True
CH2OCH2 <=> CH3 + HCO,297,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019064710283237984,True,True
CH2OCH2 <=> CH4 + CO,298,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016121732238909375,True,True
CH2OCH2 <=> CH3CO + H,299,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011980978465635072,True,True
CH2OCH2 <=> CH2CHO + H,300,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02419586171113323,True,True
CH2OCH2 <=> CH2CO + H2,301,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005167583488419945,True,True
CH2OCH2 <=> C2H2 + H2O,302,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010511910382481634,True,True
CH2OCH <=> CH3 + CO,303,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004018813161968704,True,True
CH2OCH <=> CH2CO + H,304,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011619109573079274,True,True
CH2OCH <=> CH2CHO,305,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01952736317483533,True,True
CH2OCH2 + H <=> CH3CHO + H,306,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004910045173757366,True,True
CH2OCH2 + H <=> CH2OCH + H2,307,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016747653969449664,True,True
CH2OCH2 + H <=> C2H4 + OH,308,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009755632652301303,True,True
CH2OCH2 + O <=> CH2OCH + OH,309,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017678384272021605,True,True
CH2OCH2 + OH <=> CH2OCH + H2O,310,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005902833047852984,True,True
CH2OCH2 + CH3 <=> CH2OCH + CH4,311,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012569901623308843,True,True
CH3 + CH4 <=> C2H5 + H2,312,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02748732511190816,True,True
C2H5 + CH2OH <=> C2H4 + CH3OH,313,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015207791536763524,True,True
C2H5 + HO2 <=> CH3CH2O + OH,314,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005475909919924806,True,True
2 CH3 <=> C2H5 + H,315,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00972195553719904,True,True
C2H5 + O2 <=> C2H4 + HO2,316,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011266814564578148,True,True
C2H5 + O2 <=> C2H5O2,317,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0014711146767499915,True,True
C2H5 + O <=> CH2O + CH3,318,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013978961947966299,True,True
C2H5 + O <=> CH3CHO + H,319,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.020706764755127907,True,True
C2H5 + O <=> C2H4 + OH,320,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005893746762959957,True,True
C2H5 + H (+M) <=> C2H6 (+M),321,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011971716344863194,True,True
C2H5 + O2 <=> CH2OCH2 + OH,322,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01039926622002225,True,True
CH2CHOO + OH <=> C2H3OH + O2,323,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005207499107108696,True,True
CH2CHOO + OH <=> CH2CHO + HO2,324,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01174068535649994,True,True
CH2CHOO + H <=> CH2CHO + OH,325,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017676615906842136,True,True
C2H3 + O2 <=> CH2CHOO,326,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.002550050478453851,True,False
C2H3 + O2 <=> CH2CHOO,326,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0170467058647531,True,False
CH2CHOO <=> CH2CHO + O,328,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01464191595024551,True,False
CH2CHOO <=> CH2CHO + O,328,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03869298894759805,True,False
CH2CHOO <=> CH2CO + OH,330,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02576859046580134,True,False
CH2CHOO <=> CH2CO + OH,330,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013354939494300019,True,False
CH2CHOO <=> CH2O + HCO,332,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0022041907829079142,True,False
CH2CHOO <=> CH2O + HCO,332,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007048630302999416,True,False
CH2CHOO => CH2O + CO + H,334,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004880312830047631,True,False
CH2CHOO => CH2O + CO + H,334,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011316596641100421,True,False
CH2CHOO <=> CH3O + CO,336,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009080507127199669,True,False
CH2CHOO <=> CH3O + CO,336,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01726249810701789,True,False
CH2CHOO <=> CH3 + CO2,338,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016473682072012386,True,False
CH2CHOO <=> CH3 + CO2,338,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03156810559665959,True,False
C2H5 + CH3O <=> C2H6 + CH2O,340,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009134279972379238,True,True
C2H5 + CH2OH <=> C2H6 + CH2O,341,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.04436490780740184,True,True
C2H + C2H6 <=> C2H2 + C2H5,342,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0046102317710692295,True,True
CH3 + CH4 <=> C2H6 + H,343,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015064532857614672,True,True
C2H3 + C2H6 <=> C2H4 + C2H5,344,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009586875583264712,True,True
C2H6 + CH2 <=> C2H5 + CH3,345,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004686991891664675,True,True
C2H6 + O2 <=> C2H5 + HO2,346,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011757506318430007,True,True
2 CH3 (+M) <=> C2H6 (+M),347,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006593807991419066,True,True
C2H6 + HO2 <=> C2H5 + H2O2,348,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013492491092998292,True,True
C2H6 + OH <=> C2H5 + H2O,349,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006991301256122529,True,True
C2H6 + O <=> C2H5 + OH,350,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0035864583638177284,True,True
C2H6 + CH3 <=> C2H5 + CH4,351,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0030693379154302885,True,True
C2H6 + CH2(S) <=> C2H5 + CH3,352,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008772386564088522,True,True
C2H6 + CH <=> C2H4 + CH3,353,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013321721530271405,True,True
C2H6 + H <=> C2H5 + H2,354,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00948948431403298,True,True
C2H5O2 (+M) <=> C2H4 + HO2 (+M),355,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.030775276017918542,True,True
C2H5O2 <=> CH2CH2O2H,356,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0004725106525065887,True,True
C2H5O2 <=> CH3CHO + OH,357,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014255583081137956,True,True
C2H5O2 <=> CH3CH2O + O,358,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006711938475263395,True,True
2 C2H5O2 <=> 2 CH3CH2O + O2,359,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004525220665244077,True,True
2 C2H5O2 <=> C2H5OH + CH3CHO + O2,360,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02205104904358968,True,True
C2H5O2 + HO2 <=> C2H5O2H + O2,361,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01368154863018548,True,True
CH3CHOH <=> CH2CH2OH,362,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.024619858757004714,True,True
CH2CH2OH + O2 <=> O2C2H4OH,363,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010303252606616384,True,True
CH2CH2OH + O2 <=> C2H3OH + HO2,364,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010319043766720238,True,True
CH2CH2OH + O2 <=> 2 CH2O + OH,365,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.030297353658132242,True,True
O2C2H4OH <=> C2H3OH + HO2,366,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.024898612089341444,True,True
CH3CH2O + OH <=> CH3CHO + H2O,367,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005550570310006042,True,True
CH3CH2O + H <=> C2H4 + H2O,368,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012237225446151722,True,True
CH3CH2O + H <=> CH2OH + CH3,369,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011566513746721567,True,True
CH3CH2O + CO <=> C2H5 + CO2,370,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01878452647968635,True,True
CH3CH2O + O2 <=> CH3CHO + HO2,371,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02005232150769672,True,True
